t,feat_mean_5m,feat_min_5m,feat_std_5m,feat_slope_5m,label_next_30min
3225.0,99.22,98.0,0.438452737105596,-0.006666666666666667,0
3226.0,99.21333333333334,98.0,0.4417458017910604,-0.006666666666666667,0
3227.0,99.20666666666666,98.0,0.44491428157401525,-0.006666666666666667,0
3228.0,99.2,98.0,0.4479608200734465,-0.006666666666666667,0
3229.0,99.19333333333333,98.0,0.45088788907785554,-0.006666666666666667,0
3230.0,99.18666666666667,98.0,0.45369780089521244,-0.006666666666666667,0
3231.0,99.18,98.0,0.4563927194654581,-0.006666666666666667,0
3232.0,99.17333333333333,98.0,0.45897467037828804,-0.006666666666666667,0
3233.0,99.16666666666667,98.0,0.46144554991948655,-0.006666666666666667,0
3234.0,99.16,98.0,0.46380713325259865,-0.006666666666666667,0
3235.0,99.15333333333334,98.0,0.4660610818287099,-0.006666666666666667,0
3236.0,99.14666666666666,98.0,0.468208950105141,-0.006666666666666667,0
3237.0,99.14,98.0,0.47025219164361887,-0.006666666666666667,0
3238.0,99.13333333333334,98.0,0.47219216464968206,-0.006666666666666667,0
3239.0,99.12666666666667,98.0,0.4740301370074854,-0.006666666666666667,0
3240.0,99.12,98.0,0.47576729085759534,-0.006666666666666667,0
3241.0,99.11333333333333,98.0,0.477404726759668,-0.006666666666666667,0
3242.0,99.10666666666667,98.0,0.4789434674769331,-0.006666666666666667,0
3243.0,99.1,98.0,0.480384461415063,-0.006666666666666667,0
3244.0,99.09333333333333,98.0,0.4817285857442027,-0.006666666666666667,0
3245.0,99.08666666666667,98.0,0.4829766492295838,-0.006666666666666667,0
3246.0,99.08,98.0,0.48412939479319,-0.006666666666666667,0
3247.0,99.07333333333334,98.0,0.4851875018263165,-0.006666666666666667,0
3248.0,99.06666666666666,98.0,0.48615158827053173,-0.006666666666666667,0
3249.0,99.06,98.0,0.48702221248246624,-0.006666666666666667,0
3250.0,99.05333333333333,98.0,0.48779987489597604,-0.006666666666666667,0
3251.0,99.04666666666667,98.0,0.48848501949353634,-0.006666666666666667,0
3252.0,99.04,98.0,0.4890780350971902,-0.006666666666666667,0
3253.0,99.03333333333333,98.0,0.48957925648797007,-0.006666666666666667,0
3254.0,99.02666666666667,98.0,0.48998896536142134,-0.006666666666666667,0
3255.0,99.02,98.0,0.4903073911256652,-0.006666666666666667,0
3256.0,99.01333333333334,98.0,0.4905347115473207,-0.006666666666666667,0
3257.0,99.00666666666666,98.0,0.490671053249555,-0.006666666666666667,0
3258.0,99.0,98.0,0.49071649206553003,-0.006666666666666667,0
3259.0,98.99333333333334,98.0,0.49067105324955573,-0.006666666666666667,0
3260.0,98.98666666666666,98.0,0.49053471154732226,-0.006666666666666667,0
3261.0,98.98,98.0,0.4903073911256675,-0.006666666666666667,0
3262.0,98.97333333333333,98.0,0.48998896536142444,-0.006666666666666667,0
3263.0,98.96666666666667,98.0,0.489579256487974,-0.006666666666666667,0
3264.0,98.96,98.0,0.48907803509719494,-0.006666666666666667,0
3265.0,98.95333333333333,98.0,0.4884850194935418,-0.006666666666666667,0
3266.0,98.94666666666667,98.0,0.4877998748959823,-0.006666666666666667,0
3267.0,98.94,98.0,0.4870222124824733,-0.006666666666666667,0
3268.0,98.93333333333334,98.0,0.48615158827053945,-0.006666666666666667,0
3269.0,98.92666666666666,98.0,0.4851875018263251,-0.006666666666666667,0
3270.0,98.92,98.0,0.48412939479319933,-0.006666666666666667,0
3271.0,98.91333333333333,98.0,0.48297664922959394,-0.006666666666666667,0
3272.0,98.90666666666667,98.0,0.4817285857442137,-0.006666666666666667,0
3273.0,98.9,98.0,0.48038446141507485,-0.006666666666666667,0
3274.0,98.89333333333333,98.0,0.4789434674769458,-0.006666666666666667,0
3275.0,98.88666666666667,98.0,0.47740472675968154,-0.006666666666666667,0
3276.0,98.88,98.0,0.4757672908576097,-0.006666666666666667,0
3277.0,98.87333333333333,98.0,0.47403013700750063,-0.006666666666666667,0
